KM;LAT;LONG;ESTACA;TEXTO FORMATO GOOGLE;link para google maps
14,86;-22,560114;-44,829025;743,000000;-44.8290250618182,-22.5601135518182;https://www.google.com.br/maps/@-44.8290250618182,-22.5601135518182,20z
14,87;-22,560135;-44,829117;743,500000;-44.8291171895652,-22.56013505;https://www.google.com.br/maps/@-44.8291171895652,-22.56013505,20z
14,88;-22,560155;-44,829210;744,000000;-44.8292098504511,-22.5601546894737;https://www.google.com.br/maps/@-44.8292098504511,-22.5601546894737,20z
14,89;-22,560173;-44,829303;744,500000;-44.8293026549624,-22.5601725842105;https://www.google.com.br/maps/@-44.8293026549624,-22.5601725842105,20z
14,90;-22,560189;-44,829396;745,000000;-44.8293960377778,-22.5601885738889;https://www.google.com.br/maps/@-44.8293960377778,-22.5601885738889,20z
14,91;-22,560202;-44,829490;745,500000;-44.8294896345455,-22.5602021867769;https://www.google.com.br/maps/@-44.8294896345455,-22.5602021867769,20z
14,92;-22,560213;-44,829583;746,000000;-44.8295833364103,-22.5602133102564;https://www.google.com.br/maps/@-44.8295833364103,-22.5602133102564,20z
14,93;-22,560222;-44,829677;746,500000;-44.8296773376991,-22.5602223769027;https://www.google.com.br/maps/@-44.8296773376991,-22.5602223769027,20z
14,94;-22,560229;-44,829772;747,000000;-44.82977232,-22.56022943;https://www.google.com.br/maps/@-44.82977232,-22.56022943,20z
14,95;-22,560235;-44,829866;747,500000;-44.829866310991,-22.5602348083784;https://www.google.com.br/maps/@-44.829866310991,-22.5602348083784,20z
14,96;-22,560239;-44,829961;748,000000;-44.8299605283019,-22.5602387500943;https://www.google.com.br/maps/@-44.8299605283019,-22.5602387500943,20z
14,97;-22,560241;-44,830056;748,500000;-44.8300556075,-22.5602405935;https://www.google.com.br/maps/@-44.8300556075,-22.5602405935,20z
14,98;-22,560240;-44,830150;749,000000;-44.8301503878947,-22.5602398003158;https://www.google.com.br/maps/@-44.8301503878947,-22.5602398003158,20z
14,99;-22,560237;-44,830245;749,500000;-44.8302446380899,-22.5602368221348;https://www.google.com.br/maps/@-44.8302446380899,-22.5602368221348,20z
15,00;-22,560230;-44,830339;750,000000;-44.8303387472289,-22.5602304396386;https://www.google.com.br/maps/@-44.8303387472289,-22.5602304396386,20z
15,01;-22,560222;-44,830433;750,500000;-44.830433224507,-22.5602223004225;https://www.google.com.br/maps/@-44.830433224507,-22.5602223004225,20z
15,02;-22,560214;-44,830528;751,000000;-44.8305277983607,-22.5602140568852;https://www.google.com.br/maps/@-44.8305277983607,-22.5602140568852,20z
15,03;-22,560204;-44,830622;751,500000;-44.8306216418987,-22.5602038446835;https://www.google.com.br/maps/@-44.8306216418987,-22.5602038446835,20z
15,04;-22,560184;-44,830714;752,000000;-44.8307142461538,-22.5601842774359;https://www.google.com.br/maps/@-44.8307142461538,-22.5601842774359,20z
15,05;-22,560171;-44,830808;752,500000;-44.8308075988571,-22.5601707124286;https://www.google.com.br/maps/@-44.8308075988571,-22.5601707124286,20z
15,06;-22,560152;-44,830900;753,000000;-44.830900237125,-22.560152020125;https://www.google.com.br/maps/@-44.830900237125,-22.560152020125,20z
15,07;-22,560131;-44,830993;753,500000;-44.8309930778889,-22.5601314035556;https://www.google.com.br/maps/@-44.8309930778889,-22.5601314035556,20z
15,08;-22,560108;-44,831085;754,000000;-44.831084802268,-22.5601082450515;https://www.google.com.br/maps/@-44.831084802268,-22.5601082450515,20z
15,09;-22,560081;-44,831175;754,500000;-44.831175125,-22.5600811325;https://www.google.com.br/maps/@-44.831175125,-22.5600811325,20z
15,10;-22,560053;-44,831265;755,000000;-44.8312649933333,-22.5600528097778;https://www.google.com.br/maps/@-44.8312649933333,-22.5600528097778,20z
15,11;-22,560023;-44,831355;755,500000;-44.8313554113924,-22.5600225558228;https://www.google.com.br/maps/@-44.8313554113924,-22.5600225558228,20z
15,12;-22,559991;-44,831444;756,000000;-44.8314442216,-22.5599912388;https://www.google.com.br/maps/@-44.8314442216,-22.5599912388,20z
15,13;-22,559959;-44,831533;756,500000;-44.8315334345333,-22.5599588622667;https://www.google.com.br/maps/@-44.8315334345333,-22.5599588622667,20z
15,14;-22,559925;-44,831622;757,000000;-44.8316220073684,-22.5599254203509;https://www.google.com.br/maps/@-44.8316220073684,-22.5599254203509,20z
15,15;-22,559891;-44,831710;757,500000;-44.8317103713953,-22.5598914125581;https://www.google.com.br/maps/@-44.8317103713953,-22.5598914125581,20z
15,16;-22,559860;-44,831799;758,000000;-44.8317988478947,-22.5598596431579;https://www.google.com.br/maps/@-44.8317988478947,-22.5598596431579,20z
15,17;-22,559819;-44,831884;758,500000;-44.8318843566667,-22.5598190566667;https://www.google.com.br/maps/@-44.8318843566667,-22.5598190566667,20z
15,18;-22,559767;-44,831963;759,000000;-44.831962848125,-22.559767231875;https://www.google.com.br/maps/@-44.831962848125,-22.559767231875,20z
15,19;-22,559721;-44,832045;759,500000;-44.8320453906061,-22.55972108;https://www.google.com.br/maps/@-44.8320453906061,-22.55972108,20z
15,20;-22,559673;-44,832128;760,000000;-44.8321275345455,-22.5596734955844;https://www.google.com.br/maps/@-44.8321275345455,-22.5596734955844,20z
15,21;-22,559625;-44,832209;760,500000;-44.8322087443902,-22.5596251918293;https://www.google.com.br/maps/@-44.8322087443902,-22.5596251918293,20z
15,22;-22,559575;-44,832289;761,000000;-44.832289234557,-22.5595753936709;https://www.google.com.br/maps/@-44.832289234557,-22.5595753936709,20z
15,23;-22,559524;-44,832369;761,500000;-44.8323685331579,-22.5595238075;https://www.google.com.br/maps/@-44.8323685331579,-22.5595238075,20z
15,24;-22,559469;-44,832446;762,000000;-44.8324461115493,-22.5594694249296;https://www.google.com.br/maps/@-44.8324461115493,-22.5594694249296,20z
15,25;-22,559413;-44,832523;762,500000;-44.8325225064407,-22.559413069661;https://www.google.com.br/maps/@-44.8325225064407,-22.559413069661,20z
15,26;-22,559359;-44,832600;763,000000;-44.83259968,-22.55935889;https://www.google.com.br/maps/@-44.83259968,-22.55935889,20z
15,27;-22,559299;-44,832673;763,500000;-44.8326730076471,-22.5592994238235;https://www.google.com.br/maps/@-44.8326730076471,-22.5592994238235,20z
15,28;-22,559238;-44,832745;764,000000;-44.83274524,-22.5592379971429;https://www.google.com.br/maps/@-44.83274524,-22.5592379971429,20z
15,29;-22,559177;-44,832817;764,500000;-44.8328166844444,-22.5591766886111;https://www.google.com.br/maps/@-44.8328166844444,-22.5591766886111,20z
15,30;-22,559116;-44,832889;765,000000;-44.8328893719565,-22.5591156593478;https://www.google.com.br/maps/@-44.8328893719565,-22.5591156593478,20z
15,31;-22,559055;-44,832962;765,500000;-44.8329618744954,-22.5590548751376;https://www.google.com.br/maps/@-44.8329618744954,-22.5590548751376,20z
15,32;-22,558994;-44,833034;766,000000;-44.8330339282353,-22.5589940529412;https://www.google.com.br/maps/@-44.8330339282353,-22.5589940529412,20z
15,33;-22,558932;-44,833105;766,500000;-44.8331054953488,-22.5589324815504;https://www.google.com.br/maps/@-44.8331054953488,-22.5589324815504,20z
15,34;-22,558871;-44,833177;767,000000;-44.8331772389437,-22.5588707183803;https://www.google.com.br/maps/@-44.8331772389437,-22.5588707183803,20z
15,35;-22,558810;-44,833250;767,500000;-44.8332500628873,-22.5588097817606;https://www.google.com.br/maps/@-44.8332500628873,-22.5588097817606,20z
15,36;-22,558751;-44,833324;768,000000;-44.8333239721429,-22.55875053;https://www.google.com.br/maps/@-44.8333239721429,-22.55875053,20z
15,37;-22,558692;-44,833398;768,500000;-44.8333983261446,-22.5586919494578;https://www.google.com.br/maps/@-44.8333983261446,-22.5586919494578,20z
15,38;-22,558634;-44,833473;769,000000;-44.8334732538554,-22.5586342205422;https://www.google.com.br/maps/@-44.8334732538554,-22.5586342205422,20z
15,39;-22,558578;-44,833549;769,500000;-44.8335493453293,-22.5585782999401;https://www.google.com.br/maps/@-44.8335493453293,-22.5585782999401,20z
15,40;-22,558523;-44,833626;770,000000;-44.83362601,-22.55852327;https://www.google.com.br/maps/@-44.83362601,-22.55852327,20z
15,41;-22,558470;-44,833705;770,500000;-44.83370491,-22.5584704758824;https://www.google.com.br/maps/@-44.83370491,-22.5584704758824,20z
15,42;-22,558419;-44,833784;771,000000;-44.8337843684091,-22.5584187160227;https://www.google.com.br/maps/@-44.8337843684091,-22.5584187160227,20z
15,43;-22,558369;-44,833865;771,500000;-44.8338651297727,-22.5583693694318;https://www.google.com.br/maps/@-44.8338651297727,-22.5583693694318,20z
15,44;-22,558322;-44,833947;772,000000;-44.833947118,-22.558322142;https://www.google.com.br/maps/@-44.833947118,-22.558322142,20z
15,45;-22,558277;-44,834030;772,500000;-44.8340301513333,-22.5582767197778;https://www.google.com.br/maps/@-44.8340301513333,-22.5582767197778,20z
15,46;-22,558235;-44,834115;773,000000;-44.8341148044444,-22.5582345083333;https://www.google.com.br/maps/@-44.8341148044444,-22.5582345083333,20z
15,47;-22,558193;-44,834200;773,500000;-44.8342000266667,-22.558193425;https://www.google.com.br/maps/@-44.8342000266667,-22.558193425,20z
15,48;-22,558156;-44,834287;774,000000;-44.8342866536667,-22.5581562008889;https://www.google.com.br/maps/@-44.8342866536667,-22.5581562008889,20z
15,49;-22,558120;-44,834374;774,500000;-44.8343736231111,-22.5581197325556;https://www.google.com.br/maps/@-44.8343736231111,-22.5581197325556,20z
15,50;-22,558086;-44,834462;775,000000;-44.8344621453333,-22.5580863936667;https://www.google.com.br/maps/@-44.8344621453333,-22.5580863936667,20z
15,51;-22,558055;-44,834551;775,500000;-44.8345514009783,-22.5580552876087;https://www.google.com.br/maps/@-44.8345514009783,-22.5580552876087,20z
15,52;-22,558029;-44,834642;776,000000;-44.8346420803261,-22.5580285158696;https://www.google.com.br/maps/@-44.8346420803261,-22.5580285158696,20z
15,53;-22,558001;-44,834733;776,500000;-44.8347327349171,-22.5580007543094;https://www.google.com.br/maps/@-44.8347327349171,-22.5580007543094,20z
15,54;-22,557972;-44,834823;777,000000;-44.8348233647514,-22.5579720029282;https://www.google.com.br/maps/@-44.8348233647514,-22.5579720029282,20z
15,55;-22,557948;-44,834915;777,500000;-44.8349147924064,-22.5579477218182;https://www.google.com.br/maps/@-44.8349147924064,-22.5579477218182,20z
15,56;-22,557925;-44,835007;778,000000;-44.8350065785027,-22.5579254490909;https://www.google.com.br/maps/@-44.8350065785027,-22.5579254490909,20z
15,57;-22,557906;-44,835099;778,500000;-44.8350992046316,-22.5579058772632;https://www.google.com.br/maps/@-44.8350992046316,-22.5579058772632,20z
15,58;-22,557887;-44,835192;779,000000;-44.8351920151579,-22.5578868983158;https://www.google.com.br/maps/@-44.8351920151579,-22.5578868983158,20z
15,59;-22,557871;-44,835285;779,500000;-44.8352852275789,-22.5578708730526;https://www.google.com.br/maps/@-44.8352852275789,-22.5578708730526,20z
15,60;-22,557855;-44,835378;780,000000;-44.8353784803704,-22.5578551851852;https://www.google.com.br/maps/@-44.8353784803704,-22.5578551851852,20z
15,61;-22,557843;-44,835472;780,500000;-44.8354719988889,-22.5578434444444;https://www.google.com.br/maps/@-44.8354719988889,-22.5578434444444,20z
15,62;-22,557832;-44,835566;781,000000;-44.8355656397861,-22.5578321531551;https://www.google.com.br/maps/@-44.8355656397861,-22.5578321531551,20z
15,63;-22,557824;-44,835660;781,500000;-44.8356600996791,-22.5578238697326;https://www.google.com.br/maps/@-44.8356600996791,-22.5578238697326,20z
15,64;-22,557817;-44,835755;782,000000;-44.8357545340426,-22.5578167290426;https://www.google.com.br/maps/@-44.8357545340426,-22.5578167290426,20z
15,65;-22,557813;-44,835849;782,500000;-44.8358488957447,-22.5578128407447;https://www.google.com.br/maps/@-44.8358488957447,-22.5578128407447,20z
15,66;-22,557811;-44,835943;783,000000;-44.8359434251813,-22.5578112411917;https://www.google.com.br/maps/@-44.8359434251813,-22.5578112411917,20z
15,67;-22,557813;-44,836038;783,500000;-44.8360382282902,-22.5578133759067;https://www.google.com.br/maps/@-44.8360382282902,-22.5578133759067,20z
15,68;-22,557816;-44,836133;784,000000;-44.8361328448705,-22.5578159582902;https://www.google.com.br/maps/@-44.8361328448705,-22.5578159582902,20z
15,69;-22,557819;-44,836227;784,500000;-44.8362272334715,-22.5578190878238;https://www.google.com.br/maps/@-44.8362272334715,-22.5578190878238,20z
15,70;-22,557823;-44,836322;785,000000;-44.8363216595812,-22.5578233751309;https://www.google.com.br/maps/@-44.8363216595812,-22.5578233751309,20z
15,71;-22,557829;-44,836416;785,500000;-44.8364161203141,-22.5578287311518;https://www.google.com.br/maps/@-44.8364161203141,-22.5578287311518,20z
15,72;-22,557839;-44,836510;786,000000;-44.8365101575635,-22.5578385611168;https://www.google.com.br/maps/@-44.8365101575635,-22.5578385611168,20z
15,73;-22,557851;-44,836604;786,500000;-44.8366039240609,-22.5578512514721;https://www.google.com.br/maps/@-44.8366039240609,-22.5578512514721,20z
15,74;-22,557865;-44,836698;787,000000;-44.8366975265979,-22.5578648723711;https://www.google.com.br/maps/@-44.8366975265979,-22.5578648723711,20z
15,75;-22,557879;-44,836791;787,500000;-44.8367910369072,-22.557879016701;https://www.google.com.br/maps/@-44.8367910369072,-22.557879016701,20z
15,76;-22,557895;-44,836884;788,000000;-44.8368844172251,-22.5578953615707;https://www.google.com.br/maps/@-44.8368844172251,-22.5578953615707,20z
15,77;-22,557913;-44,836978;788,500000;-44.8369777418325,-22.5579126495288;https://www.google.com.br/maps/@-44.8369777418325,-22.5579126495288,20z
15,78;-22,557933;-44,837070;789,000000;-44.8370699202105,-22.5579333315263;https://www.google.com.br/maps/@-44.8370699202105,-22.5579333315263,20z
15,79;-22,557955;-44,837162;789,500000;-44.8371617938947,-22.5579549157368;https://www.google.com.br/maps/@-44.8371617938947,-22.5579549157368,20z
15,80;-22,557980;-44,837253;790,000000;-44.83725289,-22.557980202766;https://www.google.com.br/maps/@-44.83725289,-22.557980202766,20z
15,81;-22,558006;-44,837344;790,500000;-44.8373438820321,-22.5580059814973;https://www.google.com.br/maps/@-44.8373438820321,-22.5580059814973,20z
15,82;-22,558035;-44,837434;791,000000;-44.8374340852406,-22.5580351312299;https://www.google.com.br/maps/@-44.8374340852406,-22.5580351312299,20z
15,83;-22,558065;-44,837524;791,500000;-44.8375241694118,-22.5580646522995;https://www.google.com.br/maps/@-44.8375241694118,-22.5580646522995,20z
15,84;-22,558096;-44,837614;792,000000;-44.8376135223529,-22.5580964544385;https://www.google.com.br/maps/@-44.8376135223529,-22.5580964544385,20z
15,85;-22,558129;-44,837703;792,500000;-44.8377025857143,-22.5581285342857;https://www.google.com.br/maps/@-44.8377025857143,-22.5581285342857,20z
15,86;-22,558161;-44,837791;793,000000;-44.8377908661376,-22.5581613649735;https://www.google.com.br/maps/@-44.8377908661376,-22.5581613649735,20z
15,87;-22,558194;-44,837879;793,500000;-44.8378792865957,-22.5581944115957;https://www.google.com.br/maps/@-44.8378792865957,-22.5581944115957,20z
15,88;-22,558228;-44,837968;794,000000;-44.8379679355319,-22.5582278105319;https://www.google.com.br/maps/@-44.8379679355319,-22.5582278105319,20z
15,89;-22,558261;-44,838057;794,500000;-44.8380565738298,-22.5582614355319;https://www.google.com.br/maps/@-44.8380565738298,-22.5582614355319,20z
15,90;-22,558295;-44,838145;795,000000;-44.8381452014894,-22.5582952865957;https://www.google.com.br/maps/@-44.8381452014894,-22.5582952865957,20z
15,91;-22,558330;-44,838233;795,500000;-44.8382332759788,-22.5583295482011;https://www.google.com.br/maps/@-44.8382332759788,-22.5583295482011,20z
15,92;-22,558364;-44,838321;796,000000;-44.8383210114286,-22.5583640614286;https://www.google.com.br/maps/@-44.8383210114286,-22.5583640614286,20z
15,93;-22,558399;-44,838409;796,500000;-44.8384091574468,-22.5583985882979;https://www.google.com.br/maps/@-44.8384091574468,-22.5583985882979,20z
15,94;-22,558433;-44,838497;797,000000;-44.8384974553192,-22.5584331202128;https://www.google.com.br/maps/@-44.8384974553192,-22.5584331202128,20z
15,95;-22,558467;-44,838586;797,500000;-44.8385856484127,-22.5584670111111;https://www.google.com.br/maps/@-44.8385856484127,-22.5584670111111,20z
15,96;-22,558501;-44,838674;798,000000;-44.8386738230159,-22.5585007888889;https://www.google.com.br/maps/@-44.8386738230159,-22.5585007888889,20z
15,97;-22,558534;-44,838762;798,500000;-44.8387624312632,-22.5585338907368;https://www.google.com.br/maps/@-44.8387624312632,-22.5585338907368,20z
15,98;-22,558567;-44,838851;799,000000;-44.8388510790625,-22.5585669340625;https://www.google.com.br/maps/@-44.8388510790625,-22.5585669340625,20z
15,99;-22,558600;-44,838940;799,500000;-44.8389400634375,-22.5585995017708;https://www.google.com.br/maps/@-44.8389400634375,-22.5585995017708,20z
16,00;-22,558632;-44,839029;800,000000;-44.8390290405699,-22.558632077772;https://www.google.com.br/maps/@-44.8390290405699,-22.558632077772,20z
16,01;-22,558665;-44,839118;800,500000;-44.8391179732124,-22.558664704715;https://www.google.com.br/maps/@-44.8391179732124,-22.558664704715,20z
16,02;-22,558697;-44,839207;801,000000;-44.839206899433,-22.5586973418041;https://www.google.com.br/maps/@-44.839206899433,-22.5586973418041,20z
16,03;-22,558730;-44,839296;801,500000;-44.8392958014948,-22.5587300170619;https://www.google.com.br/maps/@-44.8392958014948,-22.5587300170619,20z
16,04;-22,558763;-44,839385;802,000000;-44.839384604,-22.5587628229231;https://www.google.com.br/maps/@-44.839384604,-22.5587628229231,20z
16,05;-22,558796;-44,839473;802,500000;-44.8394731373333,-22.5587959818974;https://www.google.com.br/maps/@-44.8394731373333,-22.5587959818974,20z
